Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1998,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1997,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1996,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1995,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1994,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1993,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1992,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1991,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1990,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1989,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1988,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1987,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1986,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1985,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1984,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1983,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1982,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1981,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1980,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1979,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1978,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1977,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1976,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1975,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1974,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1973,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1972,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1971,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1970,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1969,1.032,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1968,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1967,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1966,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1965,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1964,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1963,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1962,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1961,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,"Gambia, The",GMB,1960,1.031,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2021,1.068,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2020,1.069,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2019,1.07,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2018,1.071,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2017,1.072,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2016,1.07,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2015,1.075,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2014,1.076,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2013,1.079,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2012,1.082,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2011,1.084,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2010,1.082,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2009,1.082,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2008,1.087,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2007,1.093,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2006,1.097,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2005,1.101,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2004,1.104,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2003,1.106,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2002,1.107,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2001,1.107,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,2000,1.108,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1999,1.108,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1998,1.107,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1997,1.106,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1996,1.104,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1995,1.101,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1994,1.097,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1993,1.093,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1992,1.088,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1991,1.086,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1990,1.084,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1989,1.081,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1988,1.08,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1987,1.078,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1986,1.076,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1985,1.075,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1984,1.074,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1983,1.072,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1982,1.071,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1981,1.07,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1980,1.069,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1979,1.069,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1978,1.068,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1977,1.067,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1976,1.066,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1975,1.066,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1974,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1973,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1972,1.064,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1971,1.064,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1970,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1969,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1968,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1967,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1966,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1965,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1964,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1963,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1962,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1961,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Georgia,GEO,1960,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2021,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2020,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2019,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2018,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2017,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2016,1.051,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2015,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2014,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2013,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2012,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2011,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2010,1.051,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2009,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2008,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2007,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2006,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2005,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2004,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2003,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2002,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2001,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,2000,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1999,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1998,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1997,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1996,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1995,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1994,1.058,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1993,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1992,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1991,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1990,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1989,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1988,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1987,1.059,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1986,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1985,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1984,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1983,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1982,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1981,1.055,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1980,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1979,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1978,1.058,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1977,1.06,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1976,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1975,1.06,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1974,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1973,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1972,1.058,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1971,1.059,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1970,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1969,1.058,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1968,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1967,1.057,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1966,1.056,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1965,1.06,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1964,1.059,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1963,1.058,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1962,1.059,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1961,1.059,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Germany,DEU,1960,1.06,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2021,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2020,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2019,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2018,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2017,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2016,1.037,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2015,1.037,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2014,1.037,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2013,1.037,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2012,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2011,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2010,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2009,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2008,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2007,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2006,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2005,1.038,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2004,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2003,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2002,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2001,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,2000,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1999,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1998,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1997,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1996,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1995,1.041,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1994,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1993,1.041,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1992,1.041,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1991,1.042,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1990,1.042,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1989,1.043,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1988,1.042,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1987,1.042,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1986,1.042,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1985,1.042,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1984,1.043,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1983,1.043,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1982,1.044,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1981,1.044,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1980,1.045,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1979,1.046,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1978,1.045,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1977,1.044,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1976,1.043,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1975,1.042,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1974,1.041,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1973,1.041,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1972,1.041,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1971,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1970,1.04,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1969,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1968,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1967,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1966,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1965,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1964,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1963,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1962,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1961,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Ghana,GHA,1960,1.039,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2021,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2020,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2019,1.067,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2018,1.07,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2017,1.072,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2016,1.073,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2015,1.074,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2014,1.072,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2013,1.069,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2012,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2011,1.059,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2010,1.053,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2009,1.047,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2008,1.041,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2007,1.037,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2006,1.034,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2005,1.034,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2004,1.037,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2003,1.044,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2002,1.054,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2001,1.065,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,2000,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1999,1.088,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1998,1.097,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1997,1.104,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1996,1.107,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1995,1.106,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1994,1.103,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1993,1.098,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1992,1.092,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1991,1.086,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1990,1.081,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1989,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1988,1.074,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1987,1.072,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1986,1.071,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1985,1.07,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1984,1.071,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1983,1.073,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1982,1.074,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1981,1.076,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1980,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1979,1.078,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1978,1.078,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1977,1.078,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1976,1.078,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1975,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1974,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1973,1.076,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1972,1.075,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1971,1.075,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1970,1.075,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1969,1.075,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1968,1.076,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1967,1.076,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1966,1.076,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1965,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1964,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1963,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1962,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1961,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Gibraltar,GIB,1960,1.077,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Greece,GRC,2021,1.064,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Greece,GRC,2020,1.064,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Greece,GRC,2019,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Greece,GRC,2018,1.063,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Greece,GRC,2017,1.064,
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,Greece,GRC,2016,1.063,
