Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kyrgyz Republic,KGZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.027,66.249,67.616,69.542,70.138,69.653,68.918,68.809,68.545,68.109,67.691,67.741,67.241,66.752,66.803,66.55,65.813,65.032,64.658,64.559,63.357,60.185,57.568,57.416,57.52,56.609,53.671,54.935,54.841,56.198,55.727,56.656
Cambodia,KHM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.493,77.183,77.077,81.235,80.665,80.413,79.546,78.596,77.627,76.689,75.732,74.757,73.765,72.762,71.746,70.712,69.661,68.598,67.532,66.458,65.377,64.292,65.617,66.94,68.261,69.568,70.86,72.136,73.398,72.868,74.003,73.862
Kiribati,KIR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.444,49.435,49.578,50.414,51.039,51.58,52.555,49.925,50.47,52.181,53.062,53.684,53.066,54.484,54.706,55.095,55.085,55.031,54.264,54.736,55.125,55.34,55.768,57.211,58.11,58.524,59.178,59.489,60.076,59.179,60.05,61.993
Kuwait,KWT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.306,41.991,42.322,43.535,44.09,44.602,44.726,44.857,45.04,45.31,45.693,46.203,46.829,47.148,47.316,47.245,47.262,47.489,47.919,48.545,49.343,50.152,50.834,51.185,51.258,51.202,51.324,51.051,50.816,48.334,49.244,50.247
Latin America & Caribbean (excluding high income),LAC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.34007611,46.06266876,46.94794966,47.79744968,48.73657455,48.53811371,49.81198836,50.36643796,50.75474176,50.93392948,51.50855445,52.08291832,52.74881609,53.74238151,54.39099039,54.8455644,54.93783646,54.86940444,55.64891983,55.0926787,54.65100237,55.34959034,55.26639705,55.053552,55.48189057,55.85760974,56.34058374,56.91238597,57.60260634,53.38794895,56.20190269,57.22664527
Lao PDR,LAO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.534,66.29,66.013,65.548,65.163,64.78,64.419,64.285,63.901,63.621,63.342,63.048,62.742,62.421,62.054,61.615,61.266,60.933,60.641,60.328,60.06,59.815,59.59,59.402,59.205,59.008,58.853,58.745,58.681,58.158,58.273,58.804
Lebanon,LBN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.383,20.68,20.947,21.195,21.439,21.497,21.587,21.701,21.821,21.926,21.89,21.893,21.933,22.028,22.341,22.656,22.973,23.642,24.324,25.02,25.732,26.461,27.212,27.984,28.891,29.939,31,32.061,33.12,29.996,31.403,31.267
Liberia,LBR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.65,72.619,72.601,72.603,72.612,72.671,72.887,72.972,73.052,73.179,73.185,73.211,73.139,73.177,73.208,73.232,73.259,73.275,73.29,73.323,73.336,73.36,73.412,73.437,73.464,73.488,73.535,73.582,73.62,72.883,73.405,73.531
Libya,LBY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.248,30.612,31.001,31.39,31.768,32.135,32.477,32.806,33.141,33.514,33.914,34.312,34.692,35.044,35.361,35.563,35.685,35.778,35.868,35.969,36.184,36.427,36.433,36.453,36.497,36.614,36.729,36.837,36.951,35.627,36.194,36.992
St. Lucia,LCA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.021,53.597,54.195,54.808,55.438,56.088,56.741,57.415,58.09,58.762,59.378,60.248,61.098,61.962,62.835,63.736,64.636,65.552,66.473,67.388,68.289,71.378,70.074,70.453,70.827,71.22,71.634,71.557,71.857,68.471,70.996,70.827
Latin America & Caribbean,LCN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.22503238,45.97930402,46.81739117,47.59825945,48.5034024,48.39308472,49.58794945,50.12465421,50.46414104,50.60231367,51.15549447,51.64269783,52.23917854,53.2304933,53.9818562,54.4652965,54.57283271,54.59368605,55.33264454,54.83355656,54.50654125,55.16652868,55.0835106,54.91430873,55.28778413,55.61696027,56.00883363,56.53260705,57.05348465,52.92763469,55.58405447,56.58922498
Least developed countries: UN classification,LDC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.02474753,54.92549057,54.79987966,54.84784254,54.98604011,55.02178607,55.01320333,55.03698903,55.03513631,54.96508087,54.91545655,54.85318161,54.76015366,54.72565525,54.6831034,54.45585877,54.34004094,54.23512687,54.09901051,53.98160126,53.86217864,53.70023026,53.70346111,53.70819697,53.80742376,53.909653,54.46531851,54.52720103,54.41663407,53.90501355,54.19052184,53.83267571
Low income,LIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.88864384,60.87753515,60.6709479,60.62076839,60.88470814,60.91887065,60.89695779,60.85435426,60.92991975,60.99353731,60.92633321,60.77374419,60.59839087,60.48421446,60.32131262,59.78373579,59.3424544,58.99116297,58.67835521,58.40097497,58.22208844,57.89238158,57.9430774,58.03728838,58.15868157,58.1689858,58.16509968,57.97353079,57.72989297,56.98514779,57.14877099,56.75548768
Liechtenstein,LIE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.598,40.164,41.057,41.342,38.839,38.757,38.553,45.352,41.315,39.894,39.604,39.318,39.037,38.754,38.47,38.199,37.952,37.716,37.477,37.229,37.001,35.728,37.075,36.653,39.212,39.093,40.076,37.006,38.141,35.696,36.6,36.242
Lower middle income,LMC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.38431626,37.40058911,37.48269759,37.64501353,37.62704531,37.81882289,37.97732223,38.22727996,38.44740225,38.56504118,38.50863234,38.36043318,38.3670245,38.35604869,38.46175693,38.38837524,38.30098758,38.04205461,38.05757931,37.96355468,37.51632308,37.10807422,37.17086237,37.20018068,37.298728,37.28494453,37.2506029,37.0440247,37.03584695,36.30414679,36.98252259,37.31721182
Low & middle income,LMY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.49764934,54.40241494,54.14477589,54.18107671,54.11951033,53.99922154,53.93517092,53.94566764,54.06697715,53.96265941,53.65436015,53.38375558,53.18256668,52.99252802,52.85118927,52.59280816,52.49788129,52.11865235,51.89448738,51.49947387,51.30092352,51.06767572,50.91666477,50.83008624,50.90345555,50.88510832,50.8565375,50.7646176,50.78773515,49.5102671,50.50043742,50.7865058
Lesotho,LSO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.971,68.079,68.178,68.3,68.418,68.519,68.617,68.71,68.804,68.185,67.556,66.917,66.266,65.604,64.929,64.238,63.524,62.798,62.071,61.343,60.613,59.884,59.164,59.274,59.399,59.455,59.515,59.592,59.676,59.128,59.339,59.519
Late-demographic dividend,LTE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.50249097,71.33540666,71.10880549,70.88106941,70.79467797,70.46657058,70.26516618,70.07004131,70.2449544,70.10919319,69.76127373,69.4738583,69.10758545,68.80724523,68.60213544,68.2039365,67.87157065,67.42563257,67.12561849,66.53235542,66.62345749,66.58067622,66.46547449,66.55442111,66.72844411,66.79411497,66.90560268,66.96727156,67.13867248,65.773977,67.34686925,67.58743647
Lithuania,LTU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.422,69.792,69.187,68.589,68,67.404,66.772,66.12,68.344,67.596,66.366,65.589,69.155,65.455,65.057,64.442,64.697,65.408,67.576,68.573,69.345,70.116,70.375,71.712,72.684,74.054,74.709,75.876,76.94,77.221,77.292,77.757
Luxembourg,LUX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.382,48.344,46.547,47.552,44.616,46.233,47.645,48.163,50.956,51.416,52.633,54.085,54.192,56.418,57.6,58.261,58.921,59.573,61.482,61.097,61.499,63.496,64.269,65.313,66.718,65.601,67.283,68.393,68.468,70.01,71.218,71.528
Latvia,LVA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.656,62.964,63.624,63.7,63.887,63.975,64.529,64.264,62.247,61.867,63.704,65.387,65.276,64.815,65.504,67.106,68.463,71.079,71.419,71.398,70.584,72.515,72.189,71.948,73.197,74.449,74.812,75.739,75.791,76.678,73.874,75.595
"Macao SAR, China",MAC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.016,51.248,53.119,55.015,56.916,58.773,60.528,59.964,61.195,62.322,62.142,61.869,58.766,60.058,62.158,64.153,68.071,69.372,70.235,69.86,71.279,71.01,71.81,72.526,72.41,72.062,71.685,72.141,72.183,70.707,72.267,72.53
St. Martin (French part),MAF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.234,24.417,24.595,24.791,25.028,25.229,25.488,25.77,26.045,26.289,26.544,25.943,26.242,26.536,26.821,27.123,27.419,27.727,27.363,27.006,26.595,25.757,26.186,26.306,25.928,24.813,23.944,23.76,23.567,22.371,22.364,21.241
Monaco,MCO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.799,62.944,63.074,63.152,63.169,63.183,63.125,63.134,63.134,63.125,61.565,61.252,60.138,58.578,58.153,60.149,60.732,61.264,62.064,64.703,66.303,67.023,67.259,71.482,72.081,71.576,70.055,68.547,70.942,70.529,72.923,73.27
Madagascar,MDG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.507,85.49,85.478,85.469,85.482,85.545,85.618,85.689,85.753,85.804,85.871,85.85,85.887,85.896,85.889,85.823,85.743,85.649,85.54,85.42,85.289,85.152,85.013,84.869,84.724,84.663,84.616,84.58,84.557,83.626,84.163,84.05
Maldives,MDV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.797,23.349,24.959,26.627,28.327,30.145,32.006,33.916,35.867,37.862,37.929,38,38.072,38.145,38.216,38.162,37.965,37.756,37.573,38.134,38.719,39.328,39.959,40.663,41.433,42.218,43.235,43.647,43.684,40.956,42.54,44.001
Middle East & North Africa,MEA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.42189728,18.77791098,18.77858293,19.17802698,19.01629531,18.91732735,18.95914167,19.03101582,19.68551794,19.96658026,20.0816793,19.71539922,20.17770815,20.60064305,21.05204857,21.15977343,21.39903832,20.57105353,20.96747959,20.98183763,20.73015346,20.99210023,20.95014809,20.94227818,21.45573114,22.10736161,21.68848697,20.91502206,20.39357592,19.38636098,19.82807504,20.16668068
Mexico,MEX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.793,36.627,37.551,38.132,39.512,39.605,41.742,41.422,40.605,41.003,40.361,40.499,41.249,42.53,43.663,44.967,45.487,45.291,45.856,45.743,46.251,47.385,47.451,46.524,46.973,47.111,46.817,47.404,49.021,45.103,48.409,49.984
Marshall Islands,MHL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.08171022,53.97739781,53.7120383,53.75015713,53.66283937,53.52918934,53.4602319,53.47175427,53.59256922,53.47325218,53.1443894,52.85984687,52.65037691,52.44875935,52.30241374,52.05651201,51.97917926,51.5899524,51.36440895,50.95148235,50.74204787,50.50766282,50.33218479,50.22207568,50.28150211,50.24892209,50.20493743,50.1077506,50.14031444,48.79666694,49.85130029,50.1855647
North Macedonia,MKD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.212,50.786,50.385,49.952,49.416,48.837,46.84,46.807,46.806,47.766,47.792,47.785,50.11,49.899,49.686,48.555,50.144,49.878,49.914,48.379,51.097,50.569,52.443,52.339,51.888,51.027,51.792,51.6,54.609,53.819,53.088,52.235
Mali,MLI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.653,62.613,62.592,62.574,62.552,62.501,62.46,62.433,62.4,62.353,62.316,62.263,62.229,62.191,62.177,62.136,62.106,62.086,62.07,62.058,62.006,61.968,61.949,61.94,63.252,61.642,60.004,57.497,55.013,51.986,52.131,52.363
Malta,MLT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.385,32.039,32.749,33.143,33.513,34.305,35.135,35.387,35.869,35.551,35.176,36.754,36.352,33.563,36.179,36.542,38.908,40.364,41.229,42.579,44.827,49.094,52.256,54.575,55.735,58.138,60.339,63.807,65.47,67.612,69.125,72.74
Myanmar,MMR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.129,73.073,72.475,71.702,71.004,70.384,69.87,69.33,68.197,66.776,65.643,64.469,63.157,61.918,60.727,59.632,58.675,57.885,57.123,56.489,56.165,55.75,55.301,54.932,54.664,53.177,51.678,52.574,50.397,48.795,44.883,45.005
Middle East & North Africa (excluding high income),MNA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.45251589,17.77234867,17.70744302,18.08251981,17.85938776,17.72297251,17.74405142,17.79836466,18.45375858,18.74593933,18.86793559,18.44564665,18.87622501,19.28875469,19.72116522,19.76055044,19.99592923,19.02581006,19.41024933,19.26539637,18.83487713,18.9745509,18.87957827,18.77602755,19.22806041,19.8341133,19.55697656,18.47960396,17.60882044,16.06392101,16.30343728,16.61407449
Montenegro,MNE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.381,49.612,49.831,49.933,50.002,50.091,50.183,50.227,50.604,50.656,50.816,50.983,51.151,51.299,51.444,51.44,51.417,51.396,51.49,51.436,51.422,52.996,53.635,56.753,58.358,58.382,58.546,59.717,62.171,57.789,59.274,61.544
Mongolia,MNG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.057,60.536,60.662,60.49,60.117,59.988,59.781,59.608,59.447,59.388,59.253,59.049,58.768,58.651,58.56,58.475,58.383,56.661,56.583,57.073,57.857,57.365,56.881,57.396,57.034,55.979,57.009,55.122,59.186,57.014,54.678,57.207
Northern Mariana Islands,MNP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.32,87.417,87.525,87.61,87.682,87.672,87.675,87.236,86.788,86.332,85.871,85.403,84.926,84.441,83.947,83.445,82.935,82.415,81.887,81.349,80.803,80.247,79.683,79.11,78.526,78.572,78.631,78.701,78.775,78.029,78.156,78.664
Mauritania,MRT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.129,26.429,26.737,27.041,27.372,27.705,28.023,28.352,28.684,29.006,28.911,28.842,28.777,28.707,28.641,28.585,28.494,28.424,28.376,28.335,28.298,28.262,28.071,27.832,27.595,27.362,27.131,27.156,27.191,26.913,26.975,27.102
Mauritius,MUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.736,41.911,42.029,42.117,42.217,42.214,42.214,42.215,42.211,42.208,39.622,41.533,44.972,43.605,45.151,45.547,44.478,45.562,46.131,47.857,47.253,47.655,49.935,50.395,52.06,51.064,51.786,52.039,53.278,49.936,47.858,50.396
Malawi,MWI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.583,78.536,78.586,78.544,78.579,78.533,78.465,78.397,78.347,78.317,78.234,78.209,78.22,78.235,78.237,76.92,75.551,74.125,72.634,71.081,69.468,68.638,67.792,66.931,66.054,65.16,64.254,64.456,64.666,64.152,64.288,64.637
Malaysia,MYS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.543,45.562,45.612,45.698,45.832,46.006,46.145,45.935,46.041,46.193,46.104,46.118,46.129,46.157,46.14,46.14,46.188,45.531,46.196,46.11,47.963,49.53,52.55,53.681,54.178,54.457,54.955,55.539,56.11,55.963,56.776,56.333
North America,NAC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67759844,67.18872611,67.36526282,68.18053259,68.47348503,68.80697578,69.41888208,69.42559075,69.53851137,69.57392802,69.31963918,69.12669932,68.88510355,68.48853214,68.47935808,68.59586734,68.45273289,68.64426983,68.40888412,67.86535052,67.34737284,67.21854256,66.88876963,66.79428837,66.60640875,66.97223305,67.57285971,67.84788064,68.47859337,67.39395279,67.91878486,68.68053841
Namibia,NAM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.809,49.854,49.889,49.938,49.414,48.894,48.379,48.441,48.502,48.565,49.07,49.573,50.079,50.585,51.09,51.594,52.104,52.619,53.142,53.671,54.208,54.75,60.02,58.857,58.494,58.097,57.547,56.915,56.956,55.686,56.468,56.798
New Caledonia,NCL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.194,63.246,63.291,63.459,63.849,63.909,64.068,63.85,63.904,64.032,64.125,64.214,64.44,64.578,64.776,65.143,65.327,65.246,65.304,65.733,66.007,66.103,66.217,66.293,65.272,64.22,63.173,62.135,61.093,61.141,60.916,61.11
Niger,NER,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.218,70.21,70.203,70.203,70.207,70.182,70.166,70.174,70.156,70.135,70.114,70.096,70.075,70.054,70.056,70.04,70.026,70.031,70.027,70.043,70.033,67.92,65.748,63.533,63.529,63.531,63.537,63.553,63.568,62.956,62.895,63.524
Nigeria,NGA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.386,56.418,56.443,56.482,56.538,56.562,56.597,56.641,56.683,56.741,56.744,56.785,56.805,56.833,56.852,56.828,56.817,56.813,56.817,56.823,56.802,56.499,56.2,55.531,54.858,54.183,53.505,52.826,52.147,51.64,51.775,52.052
Nicaragua,NIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.683,33.645,33.542,33.821,34.379,34.734,35.014,35.306,36.191,37.088,37.992,38.901,39.815,40.735,41.652,42.568,43.492,44.426,45.369,46.32,47.274,48.235,49.206,50.189,50.723,51.218,51.687,51.215,50.697,50.151,50.907,52.017
Netherlands,NLD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.779,56.484,57.156,58.582,59.49,60.789,62.42,63.641,65.529,66.834,68.01,68.966,69.627,70.26,68.703,69.363,71.002,72.185,72.851,73.16,73.694,74.857,75.28,74.578,75.283,75.571,75.85,76.318,77.241,77.624,78.752,79.973
Norway,NOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.215,69.962,69.928,70.486,72.308,73.759,75.307,76.728,76.392,76.264,76.455,77.352,75.42,75.428,74.754,74.724,75.869,77.246,76.412,75.498,75.636,75.785,75.959,75.838,76.011,75.823,75.17,75.341,75.692,75.803,77.627,77.801
Nepal,NPL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.597,21.737,21.92,22.132,22.359,22.355,22.364,22.398,22.48,22.627,22.612,22.635,22.7,22.803,22.965,23.393,23.754,24.062,24.376,24.752,25.151,25.745,26.478,27.225,27.888,28.742,29.431,29.97,30.365,30.052,30.389,30.33
Nauru,NRU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.184,64.037,64.053,65.31,66.366,67.846,67.657,67.477,67.795,67.904,68.87,69.529,69.698,69.929,71.102,71.663,72.155,72.349,72.453,72.294,72.765,72.971,73.098,74.311,74.3,75.619,76.917,77.219,77.269,76.652,77.996,79.193
OECD members,OED,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.88313295,56.99814268,56.81542587,57.46934973,57.72757516,58.06640224,58.52939875,58.6278343,58.8718004,59.05190016,59.09477247,59.28085244,59.51247886,59.53212603,59.97398925,60.37133283,60.54925605,60.91524685,61.28267398,61.3465406,61.51251833,61.97857263,62.26114897,62.44973832,62.7001404,63.20521288,63.68840469,64.12573487,64.74489589,63.39869271,64.57829138,65.57421762
Oman,OMN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.234,23.42,23.659,23.926,24.124,24.295,24.386,24.551,24.762,24.759,24.855,25.207,25.67,25.819,25.99,26.211,26.488,26.828,27.235,27.642,28.097,28.743,29.534,30.344,31.112,31.836,32.052,32.152,32.279,31.071,31.822,32.784
